id,name,nametype,recclass,mass,year,reclat,reclong,coordinates
23582,Shuangyang,Valid,H5,3900.0,1971-01-01,43.5,125.66667,"[125, 43]"
23583,Shupiyan,Valid,H6,5000.0,1912-01-01,33.71667,74.83333,"[74, 33]"
23584,Shytal,Valid,L6,3200.0,1863-01-01,24.33333,90.16667,"[90, 24]"
23586,Siena,Valid,LL5,3700.0,1794-01-01,43.11667,11.6,"[11, 43]"
23593,Sikhote-Alin,Valid,"Iron, IIAB",23000000.0,1947-01-01,46.16,134.65333,"[134, 46]"
23594,Silao,Valid,H5,1710.0,1995-01-01,20.93333,-101.38333,"[-101, 20]"
55584,Silistra,Valid,Achondrite-ung,0.15,1917-01-01,44.11667,27.26667,"[27, 44]"
23603,Simmern,Valid,H5,1222.0,1920-01-01,49.98333,7.53333,"[7, 49]"
23606,Sinai,Valid,L6,1455.0,1916-01-01,30.9,32.48333,"[32, 30]"
23611,Sindhri,Valid,H5,8400.0,1901-01-01,26.21667,69.55,"[69, 26]"
23613,Sinnai,Valid,H6,2000.0,1956-01-01,39.3,9.2,"[9, 39]"
23614,Sioux County,Valid,Eucrite-mmict,4100.0,1933-01-01,42.58333,-103.66667,"[-103, 42]"
23616,Sitathali,Valid,H5,1600.0,1875-01-01,20.91667,82.58333,"[82, 20]"
23617,Sivas,Valid,H6,40000.0,1989-01-01,39.82467,36.13583,"[36, 39]"
23619,Sixiangkou,Valid,L5,630.0,1989-01-01,32.43333,119.86667,"[119, 32]"
23621,Ski,Valid,L6,850.0,1848-01-01,59.73333,10.86667,"[10, 59]"
23626,Slavetic,Valid,H5,1708.0,1868-01-01,45.68333,15.6,"[15, 45]"
23645,Slobodka,Valid,L4,2750.0,1818-01-01,55.0,35.0,"[35, 55]"
23660,Soheria,Valid,OC,72.9,1960-01-01,27.13333,84.06667,"[84, 27]"
23661,Soko-Banja,Valid,LL4,80000.0,1877-01-01,43.66667,21.86667,"[21, 43]"
23663,Sologne,Valid,H5,54.0,1860-01-01,47.36667,1.73333,"[1, 47]"
53829,Sołtmany,Valid,L6,1066.0,2011-01-01,54.00883,22.005,"[22, 54]"
23667,Sone,Valid,H5,17100.0,1866-01-01,35.16667,135.33333,"[135, 35]"
23668,Songyuan,Valid,L6,36900.0,1993-01-01,45.25,125.0,"[125, 45]"
23670,Sopot,Valid,OC,958.0,1927-01-01,44.41667,23.5,"[23, 44]"
23671,Soroti,Valid,"Iron, ungrouped",2050.0,1945-01-01,1.7,33.63333,"[33, 1]"
23081,St. Caprais-de-Quinsac,Valid,L6,360.0,1883-01-01,44.75,0.05,"[0, 44]"
23082,St. Christophe-la-Chartreuse,Valid,L6,5500.0,1841-01-01,46.95,-1.5,"[-1, 46]"
23083,St. Denis Westrem,Valid,L6,700.0,1855-01-01,51.05,3.75,"[3, 51]"
23087,St. Germain-du-Pinel,Valid,H6,4000.0,1890-01-01,48.01667,-1.15,"[-1, 48]"
23089,St. Louis,Valid,H4,1000.0,1950-01-01,38.7,-90.23333,"[-90, 38]"
23090,St. Mark's,Valid,EH5,13780.0,1903-01-01,-32.01667,27.41667,"[27, -32]"
23091,St. Mary's County,Valid,LL3.3,24.3,1919-01-01,38.16667,-76.38333,"[-76, 38]"
23092,St. Mesmin,Valid,LL6,8300.0,1866-01-01,48.45,3.93333,"[3, 48]"
23093,St. Michel,Valid,L6,17000.0,1910-01-01,61.65,27.2,"[27, 61]"
23097,St.-Chinian,Valid,L6,134.3,1959-01-01,43.43333,2.95,"[2, 43]"
23712,Ställdalen,Valid,H5,34000.0,1876-01-01,59.93333,14.95,"[14, 59]"
23713,Stannern,Valid,Eucrite-mmict,52000.0,1808-01-01,49.28333,15.56667,"[15, 49]"
23717,Stavropol,Valid,L6,1500.0,1857-01-01,45.05,41.98333,"[41, 45]"
23099,Ste. Marguerite,Valid,H4,4960.0,1962-01-01,50.76667,3.0,"[3, 50]"
23724,Sterlitamak,Valid,"Iron, IIIAB",325000.0,1990-01-01,53.66667,55.98333,"[55, 53]"
23728,Stratford,Valid,L6,50.0,1974-01-01,41.2,-73.13333,"[-73, 41]"
23729,Strathmore,Valid,L6,13400.0,1917-01-01,56.58333,-3.25,"[-3, 56]"
23733,St-Robert,Valid,H5,25400.0,1994-01-01,45.96861,-72.97806,"[-72, 45]"
23736,Success,Valid,L6,3500.0,1924-01-01,36.48333,-90.66667,"[-90, 36]"
23737,Suchy Dul,Valid,L6,815.3,1969-01-01,50.53806,16.26333,"[16, 50]"
23738,Suizhou,Valid,L6,260000.0,1986-01-01,31.61667,113.46667,"[113, 31]"
48951,Sulagiri,Valid,LL6,110000.0,2008-01-01,12.66667,78.03333,"[78, 12]"
23741,Sultanpur,Valid,L/LL6,1710.5,1916-01-01,25.93333,84.28333,"[84, 25]"
23745,Sungach,Valid,H5,637.0,1935-01-01,44.86667,133.16667,"[133, 44]"
23760,Supuhee,Valid,H6,7235.0,1865-01-01,26.71667,84.21667,"[84, 26]"
55529,Sutter's Mill,Valid,C,992.5,2012-01-01,38.80389,-120.90806,"[-120, 38]"
23773,Sylacauga,Valid,H4,5560.0,1954-01-01,33.18836,-86.2945,"[-86, 33]"
23776,Tabor,Valid,H5,7540.0,1753-01-01,49.4,14.65,"[14, 49]"
23778,Tadjera,Valid,L5,9000.0,1867-01-01,36.18333,5.41667,"[5, 36]"
23782,Tagish Lake,Valid,C2-ung,10000.0,2000-01-01,59.70444,-134.20139,"[-134, 59]"
23784,Tahara,Valid,H4/5,1000.0,1991-01-01,34.72,137.305,"[137, 34]"
23789,Takenouchi,Valid,H5,720.0,1880-01-01,35.38333,134.9,"[134, 35]"
23795,Tambakwatu,Valid,L6,10500.0,1975-01-01,-7.75,112.76667,"[112, -7]"
48691,Tamdakht,Valid,H5,100000.0,2008-01-01,31.16333,-7.015,"[-7, 31]"
23801,Tané,Valid,L5,905.0,1918-01-01,35.43333,136.23333,"[136, 35]"
23873,Taonan,Valid,L5,3850.0,1965-01-01,45.4,122.9,"[122, 45]"
23884,Tatahouine,Valid,Diogenite,12000.0,1931-01-01,32.95,10.41667,"[10, 32]"
23885,Tathlith,Valid,L6,2500.0,1967-01-01,19.38333,43.73333,"[43, 19]"
23887,Tauk,Valid,L6,6000.0,1929-01-01,35.13333,44.45,"[44, 35]"
23888,Tauti,Valid,L6,21000.0,1937-01-01,46.71667,23.5,"[23, 46]"
23897,Tenham,Valid,L6,160000.0,1879-01-01,-25.73333,142.95,"[142, -25]"
23898,Tennasilm,Valid,L4,28500.0,1872-01-01,58.03333,26.95,"[26, 58]"
23908,Thal,Valid,H6,342.0,1950-01-01,33.4,70.6,"[70, 33]"
54493,Thika,Valid,L6,14200.0,2011-01-01,-1.00278,37.15028,"[37, -1]"
23976,Thuathe,Valid,H4/5,45300.0,2002-01-01,-29.33333,27.58333,"[27, -29]"
23984,Tianzhang,Valid,H5,2232.0,1986-01-01,32.94667,118.99,"[118, 32]"
23989,Tieschitz,Valid,H/L3.6,28000.0,1878-01-01,49.6,17.11667,"[17, 49]"
23998,Tilden,Valid,L6,74800.0,1927-01-01,38.2,-89.68333,"[-89, 38]"
23999,Tillaberi,Valid,L6,3000.0,1970-01-01,14.25,1.53333,"[1, 14]"
24004,Timochin,Valid,H5,65500.0,1807-01-01,54.5,35.2,"[35, 54]"
24009,Tirupati,Valid,H6,230.0,1934-01-01,13.63333,79.41667,"[79, 13]"
54823,Tissint,Valid,Martian (shergottite),7000.0,2011-01-01,29.48195,-7.61123,"[-7, 29]"
24011,Tjabe,Valid,H6,20000.0,1869-01-01,-7.08333,111.53333,"[111, -7]"
24012,Tjerebon,Valid,L5,16500.0,1922-01-01,-6.66667,106.58333,"[106, -6]"
24019,Tomakovka,Valid,LL6,600.0,1905-01-01,47.85,34.76667,"[34, 47]"
